# BUSCO version is: 4.0.4 
# The lineage dataset is: nematoda_odb10 (Creation date: 2019-11-20, number of species: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
204at6231	Complete	I	13861340	13887444	2175.2	1314
210at6231	Complete	III	13643934	13658365	1887.4	1569	https://www.orthodb.org/v10?query=210at6231	Histone-lysine N-methyltransferase
211at6231	Complete	III	9766453	9774825	2140.3	1583
216at6231	Complete	I	1721162	1740646	3462.0	2086	https://www.orthodb.org/v10?query=216at6231	TaLiN
217at6231	Complete	V	18012	43695	1885.2	1021
219at6231	Complete	II	8423995	8429011	1585.0	916	https://www.orthodb.org/v10?query=219at6231	putative cysteine rich repeat-containing domain protein
223at6231	Complete	III	6019988	6024702	1773.6	1026
225at6231	Complete	II	5021416	5029842	1955.6	1112	https://www.orthodb.org/v10?query=225at6231	CRE-NSY-1 protein
229at6231	Complete	I	5679866	5691604	1606.4	1066	https://www.orthodb.org/v10?query=229at6231	CRE-UNC-40 protein
232at6231	Complete	X	14938496	14946339	2064.8	1146	https://www.orthodb.org/v10?query=232at6231	CRE-MRP-5 protein
233at6231	Complete	IV	10368590	10372614	1868.6	965	https://www.orthodb.org/v10?query=233at6231	Isoleucyl-tRNA synthetase
238at6231	Complete	I	2895328	2900862	1958.0	1023
241at6231	Complete	I	9280714	9286602	1615.2	907
243at6231	Complete	IV	3221849	3252599	1558.9	862
252at6231	Complete	X	14654956	14662866	1540.4	1009
255at6231	Complete	III	4939553	4944465	2210.2	1023
256at6231	Complete	II	11875118	11880432	2361.1	1186
257at6231	Complete	V	12041495	12045279	1640.6	901	https://www.orthodb.org/v10?query=257at6231	DNA polymerase
265at6231	Complete	III	8818847	8825201	1464.4	876
267at6231	Complete	III	8832479	8838538	1292.0	1032
270at6231	Complete	V	11927660	11933359	1493.0	991	https://www.orthodb.org/v10?query=270at6231	Alpha-mannosidase
271at6231	Complete	III	11142393	11154231	1632.6	1117
277at6231	Complete	II	5399494	5405746	1990.9	990	https://www.orthodb.org/v10?query=277at6231	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase mog-5
279at6231	Complete	III	4715291	4720694	1975.8	1252
286at6231	Complete	V	10299473	10307660	1625.9	1017
287at6231	Complete	V	10520603	10525923	1519.7	931
288at6231	Complete	I	5874632	5878970	1475.2	858
293at6231	Complete	III	10812528	10816897	1809.0	850
294at6231	Complete	I	8845859	8851139	1593.2	863	https://www.orthodb.org/v10?query=294at6231	CRE-HUM-1 protein
299at6231	Complete	III	5557332	5564816	1861.1	965	https://www.orthodb.org/v10?query=299at6231	DNA-directed RNA polymerase subunit beta
300at6231	Complete	III	9167034	9172788	1414.9	856
301at6231	Complete	IV	4696911	4704129	1821.7	891
302at6231	Complete	II	9886544	9892062	1812.9	1050
311at6231	Complete	I	311152	315070	1439.4	902
318at6231	Complete	I	6814495	6819756	1579.9	863	https://www.orthodb.org/v10?query=318at6231	CRE-TEG-4 protein
319at6231	Complete	II	13684411	13695045	2090.9	1255
321at6231	Complete	I	3484803	3499806	1590.3	1295
322at6231	Complete	X	11394678	11399566	1274.1	730
323at6231	Complete	IV	11473502	11479270	1813.7	981	https://www.orthodb.org/v10?query=323at6231	Cation-transporting ATPase
327at6231	Duplicated	V	3128438	3133426	1558.1	889	https://www.orthodb.org/v10?query=327at6231	Phospholipid-transporting ATPase
327at6231	Duplicated	I	9234095	9242095	1634.4	879	https://www.orthodb.org/v10?query=327at6231	Phospholipid-transporting ATPase
333at6231	Complete	I	1490433	1514537	1439.5	994
334at6231	Complete	III	9546284	9556508	1598.6	938
344at6231	Complete	V	9234610	9243283	1635.4	1042
345at6231	Complete	III	7145799	7151336	1752.7	859	https://www.orthodb.org/v10?query=345at6231	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase
346at6231	Complete	I	11851632	11868270	1259.8	868
347at6231	Complete	II	13084116	13091520	1773.5	1375
348at6231	Complete	IV	572517	580301	2017.4	1041
350at6231	Complete	IV	12404410	12408735	1609.6	961
359at6231	Complete	I	7160926	7166520	1273.2	966
364at6231	Complete	IV	10919982	10926757	1584.2	1113
366at6231	Complete	I	10382744	10391401	1705.1	856
369at6231	Complete	IV	12113344	12121151	1435.5	956	https://www.orthodb.org/v10?query=369at6231	CRE-DDB-1 protein
373at6231	Complete	III	6009475	6012834	1774.4	867	https://www.orthodb.org/v10?query=373at6231	U5 small nuclear ribonucleoprotein component
375at6231	Complete	X	7272320	7280375	1975.9	1334
378at6231	Complete	I	13547852	13559465	1599.5	887
382at6231	Complete	II	6540186	6544892	1729.0	1029
384at6231	Complete	II	14068962	14088976	1763.5	1017
390at6231	Complete	II	4580914	4590918	1115.0	718
393at6231	Complete	I	6745411	6753149	1629.6	1139
394at6231	Complete	X	12398827	12406485	908.8	475
401at6231	Complete	V	12478371	12484445	1556.7	784
402at6231	Complete	X	10605833	10614096	1280.3	850	https://www.orthodb.org/v10?query=402at6231	Tyrosine-protein kinase
403at6231	Complete	X	11163954	11175439	1466.1	1049	https://www.orthodb.org/v10?query=403at6231	Protein CBG17408
405at6231	Complete	II	3532526	3547950	1635.3	1017
407at6231	Complete	V	104330	117725	1186.9	1156
411at6231	Complete	I	3979920	3986554	1547.0	861
416at6231	Complete	V	9966387	9972768	1232.2	744	https://www.orthodb.org/v10?query=416at6231	CRE-UNC-41 protein
420at6231	Complete	V	16700257	16704446	1286.6	875
421at6231	Complete	X	10549107	10555037	1586.9	921	https://www.orthodb.org/v10?query=421at6231	Liprin-alpha
422at6231	Complete	I	4738256	4744352	1391.6	1002	https://www.orthodb.org/v10?query=422at6231	Rho-associated protein kinase let-502
423at6231	Complete	III	10858238	10866951	1379.8	845	https://www.orthodb.org/v10?query=423at6231	CRE-OXI-1 protein
425at6231	Complete	IV	9136945	9144500	1581.2	970	https://www.orthodb.org/v10?query=425at6231	BMA-DAF-10, isoform a
428at6231	Complete	III	5109446	5119210	3265.3	1764
430at6231	Complete	I	10438079	10443595	1321.3	735
432at6231	Complete	X	845728	851567	1210.3	867
433at6231	Complete	III	9336878	9344430	2251.7	1598
435at6231	Complete	III	3521133	3528378	1370.3	824	https://www.orthodb.org/v10?query=435at6231	Membrane-associated phosphatidylinositol transfer protein 2
436at6231	Complete	X	9337333	9342985	1588.2	781
438at6231	Complete	X	10421654	10432985	1616.8	901	https://www.orthodb.org/v10?query=438at6231	CRE-MIG-15 protein
439at6231	Complete	X	6314588	6318900	961.7	799
442at6231	Complete	X	9610341	9617024	1258.6	848
446at6231	Complete	II	5945408	5956737	1362.5	808
450at6231	Complete	II	6149908	6157072	1544.1	713
451at6231	Complete	III	8609878	8614611	1439.7	867	https://www.orthodb.org/v10?query=451at6231	Putative ATP-dependent RNA helicase rha-2
452at6231	Complete	IV	3548346	3558423	1302.1	671
454at6231	Complete	V	11631308	11637689	1344.6	794
455at6231	Complete	V	1289586	1299241	1573.4	748
458at6231	Complete	V	6633144	6642938	1660.9	1115
459at6231	Complete	IV	3583582	3593872	1361.6	848
461at6231	Complete	III	9147548	9153853	1183.6	732
462at6231	Complete	I	5610373	5616411	1433.7	1003
473at6231	Complete	V	5303638	5311284	1587.3	834	https://www.orthodb.org/v10?query=473at6231	sodium/calcium exchanger 1
479at6231	Complete	III	491314	502613	1496.5	842
482at6231	Complete	V	4607042	4615843	1486.3	872	https://www.orthodb.org/v10?query=482at6231	Hypothetical protein CBG08772
484at6231	Complete	I	4941625	4949319	2389.8	1203
487at6231	Complete	V	7805322	7808836	1495.2	791
488at6231	Complete	I	5627773	5634667	1763.3	915	https://www.orthodb.org/v10?query=488at6231	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
489at6231	Complete	I	9163604	9166812	1641.7	744
490at6231	Complete	V	3579141	3585041	1453.7	716	https://www.orthodb.org/v10?query=490at6231	Alpha-1,4 glucan phosphorylase
493at6231	Complete	X	17467120	17474575	1880.9	1014
494at6231	Complete	II	3078780	3087684	1512.8	822
495at6231	Complete	IV	6364789	6373113	1254.2	921
498at6231	Complete	V	6533159	6538707	1357.0	735
499at6231	Complete	III	7929015	7933757	1253.9	912
501at6231	Complete	II	7701989	7705387	1399.9	755	https://www.orthodb.org/v10?query=501at6231	Putative endoplasmic reticulum metallopeptidase 1-A
503at6231	Complete	I	8363956	8369667	1381.6	970	https://www.orthodb.org/v10?query=503at6231	Tubulin-specific chaperone D
509at6231	Complete	I	2128544	2145971	1254.4	676
514at6231	Complete	II	10788264	10793552	1178.9	855	https://www.orthodb.org/v10?query=514at6231	CRE-VPS-11 protein
516at6231	Complete	III	6199152	6202595	1157.9	746	https://www.orthodb.org/v10?query=516at6231	26S proteasome non-ATPase regulatory subunit 1
518at6231	Complete	III	6946989	6958877	2657.2	1929	https://www.orthodb.org/v10?query=518at6231	CRE-LET-711 protein
522at6231	Complete	I	13011345	13023597	1272.1	698
523at6231	Complete	I	5746600	5754290	1401.8	780
525at6231	Complete	II	7101266	7105073	1189.6	771
527at6231	Complete	III	4893660	4899032	1116.7	839
529at6231	Complete	III	3908844	3914210	1423.5	709
531at6231	Complete	I	8792959	8797929	1193.8	729
532at6231	Complete	I	9506526	9511184	1177.3	930
534at6231	Complete	II	11384615	11390862	1380.2	914
536at6231	Complete	II	614768	621340	1550.2	804
537at6231	Complete	II	14365664	14373838	1198.3	712
538at6231	Complete	III	11360443	11366206	1585.0	838	https://www.orthodb.org/v10?query=538at6231	ankyrin repeat protein
539at6231	Complete	V	5913927	5917964	1395.3	871
543at6231	Complete	I	14552073	14565304	1217.7	814	https://www.orthodb.org/v10?query=543at6231	DNA-directed RNA polymerase
544at6231	Complete	V	9386181	9395435	2140.4	1208	https://www.orthodb.org/v10?query=544at6231	CRE-HUM-2 protein
545at6231	Complete	X	14888450	14894333	1424.6	756
546at6231	Complete	IV	9454822	9464020	1192.7	820
547at6231	Complete	V	5523409	5530719	1046.6	647	https://www.orthodb.org/v10?query=547at6231	Kinase domain-containing protein
548at6231	Complete	II	9173161	9177179	1153.3	718
551at6231	Complete	II	14552503	14561701	1672.0	865
559at6231	Complete	III	11290912	11306212	1653.6	1037	https://www.orthodb.org/v10?query=559at6231	CRE-SMC-3 protein
562at6231	Complete	I	5754311	5760829	1124.5	744
563at6231	Complete	X	13687928	13695794	928.3	727
568at6231	Complete	X	4637310	4643679	1278.8	753
569at6231	Complete	V	8031399	8035014	1217.3	749
570at6231	Complete	IV	3726389	3735494	1559.3	856
572at6231	Complete	II	9324857	9329681	1397.7	765
575at6231	Complete	X	17020868	17030246	986.2	847
581at6231	Complete	I	10676923	10682410	1264.9	688
585at6231	Complete	II	9295919	9299427	1080.6	625
590at6231	Complete	I	10446630	10452071	1141.1	724
593at6231	Complete	II	6783420	6788269	1068.3	798
594at6231	Complete	I	8336928	8341707	1167.6	732	https://www.orthodb.org/v10?query=594at6231	Polyphosphoinositide phosphatase
596at6231	Complete	X	3095435	3099878	1245.3	755
597at6231	Complete	III	9952056	9956285	1814.4	981
600at6231	Complete	X	5092548	5097306	1137.0	665
603at6231	Complete	III	6433209	6436500	927.0	659
604at6231	Complete	II	6456831	6463424	1166.1	647
605at6231	Complete	III	9225373	9228458	1484.4	714
606at6231	Complete	V	8570256	8575835	1335.6	900	https://www.orthodb.org/v10?query=606at6231	CRE-SYMK-1 protein
609at6231	Complete	II	5867254	5873970	989.8	645
612at6231	Complete	IV	6906414	6909963	1468.0	780
613at6231	Complete	I	14392142	14400222	1281.1	722
620at6231	Complete	III	692512	697076	1200.1	692
625at6231	Complete	X	3451931	3464276	1625.0	992
627at6231	Complete	II	6313464	6321100	1224.6	706
629at6231	Complete	III	12881038	12891683	1216.1	791
631at6231	Complete	I	5086277	5093810	1026.7	680
632at6231	Complete	III	881444	886804	1175.6	666	https://www.orthodb.org/v10?query=632at6231	CRE-ZER-1 protein
634at6231	Complete	IV	17078826	17087375	1212.1	762	https://www.orthodb.org/v10?query=634at6231	putative sorting nexin-13
635at6231	Complete	IV	17250046	17254966	1207.7	655
638at6231	Complete	IV	9341964	9356014	1805.2	1238
639at6231	Complete	III	2172988	2197910	2106.4	1357	https://www.orthodb.org/v10?query=639at6231	GCN (yeast General Control Nondrepressible) homolog
641at6231	Complete	IV	11561984	11566239	1461.5	951
642at6231	Complete	V	14215342	14220198	1351.1	659
644at6231	Complete	I	9863557	9869054	1140.3	733
645at6231	Complete	II	6270277	6274005	1171.1	768
646at6231	Complete	I	6028443	6033458	1073.1	692
650at6231	Complete	II	1311215	1320496	921.5	765	https://www.orthodb.org/v10?query=650at6231	FCH domain Only (FCH stands for Fes/CIP4 homology domain)
651at6231	Complete	X	10773061	10782929	1015.9	1204	https://www.orthodb.org/v10?query=651at6231	Zinc finger protein
655at6231	Complete	II	4460985	4467898	1373.1	814	https://www.orthodb.org/v10?query=655at6231	CRE-VPS-18 protein
657at6231	Complete	II	8022654	8027770	1330.0	912	https://www.orthodb.org/v10?query=657at6231	SWI/SNF nucleosome remodeling complex component
659at6231	Complete	IV	10151987	10155635	1347.4	756
662at6231	Duplicated	IV	2349251	2365114	720.2	453
662at6231	Duplicated	IV	2371191	2386889	708.4	500
665at6231	Complete	I	10179800	10183998	1048.8	691	https://www.orthodb.org/v10?query=665at6231	CRE-IARS-2 protein
670at6231	Complete	I	10789102	10793145	1484.3	881
675at6231	Complete	I	2318325	2321843	1212.5	641	https://www.orthodb.org/v10?query=675at6231	DNA helicase
683at6231	Complete	V	12302465	12308111	811.4	723	https://www.orthodb.org/v10?query=683at6231	FERM domain (protein4.1-ezrin-radixin-moesin) family
687at6231	Complete	III	7973673	7977217	1241.7	635
689at6231	Complete	I	8673954	8681325	1203.9	756	https://www.orthodb.org/v10?query=689at6231	leucine Rich Repeat family protein
690at6231	Complete	X	14983526	14987368	1002.1	753
693at6231	Complete	III	9794323	9798965	1169.9	661
700at6231	Complete	III	4288268	4291281	1139.0	615
701at6231	Complete	V	13707518	13711086	1308.2	748
702at6231	Complete	II	5823893	5827461	1116.6	754
704at6231	Complete	II	13117412	13121987	1278.5	637
708at6231	Complete	V	349210	358867	986.4	665
710at6231	Complete	II	7472777	7478565	1204.1	1036	https://www.orthodb.org/v10?query=710at6231	Zinc finger FYVE domain-containing protein 9
712at6231	Complete	II	12001542	12006660	1436.9	739
714at6231	Complete	V	10206706	10210383	1237.9	819
716at6231	Complete	III	11526657	11534596	1344.3	636
718at6231	Complete	X	3210473	3215553	1073.1	703
721at6231	Complete	I	2672942	2682774	1130.0	665
722at6231	Complete	III	264832	282947	1213.8	634
724at6231	Complete	III	8720169	8725316	1183.4	751
725at6231	Complete	II	11691408	11694296	1177.3	596	https://www.orthodb.org/v10?query=725at6231	threonyl-tRNA synthetase, cytoplasmic
726at6231	Complete	III	2707792	2714953	913.1	677
728at6231	Complete	IV	14091204	14096621	1279.1	628
734at6231	Complete	III	8351164	8355179	1160.8	679
735at6231	Complete	X	481401	486505	1040.8	670
736at6231	Complete	II	9742982	9746108	940.0	631
737at6231	Complete	III	4699407	4704596	1009.4	597
740at6231	Complete	I	318563	323381	1180.9	784
741at6231	Complete	I	5649759	5653622	1158.4	718
743at6231	Complete	V	16802834	16814218	1558.5	1058
746at6231	Complete	II	4004885	4016073	1248.6	719
747at6231	Complete	III	6592784	6601162	2116.8	1205
748at6231	Complete	X	10062451	10069833	1234.3	958	https://www.orthodb.org/v10?query=748at6231	Myosin Light Chain Kinase related
751at6231	Complete	II	1490038	1500361	1032.8	730
753at6231	Complete	II	12788253	12799073	1172.6	622
754at6231	Complete	II	10033304	10038145	956.8	565
755at6231	Complete	X	864940	871044	959.1	751
759at6231	Complete	IV	8688278	8691986	1233.7	691
762at6231	Complete	X	5264267	5271774	942.1	692	https://www.orthodb.org/v10?query=762at6231	rap guanine nucleotide exchange factor 1
764at6231	Complete	X	8831805	8835763	1162.6	697	https://www.orthodb.org/v10?query=764at6231	Exocyst complex component
765at6231	Complete	II	4706745	4710168	1379.4	780
772at6231	Complete	II	5907785	5911288	1169.4	695
774at6231	Complete	III	4695345	4697929	1174.2	597
777at6231	Complete	I	9781446	9785764	1210.0	834	https://www.orthodb.org/v10?query=777at6231	CRE-DRSH-1 protein
780at6231	Complete	II	9092292	9098929	1196.8	633
781at6231	Complete	X	8377939	8382653	1024.1	648
782at6231	Complete	III	235825	253558	1164.0	710
785at6231	Complete	III	6419537	6427465	865.4	649
786at6231	Complete	IV	17119599	17126093	1161.0	822
787at6231	Complete	V	10961461	10965619	1129.2	887
788at6231	Complete	X	11016389	11023398	1223.9	810
790at6231	Complete	X	10220642	10228246	1206.7	690	https://www.orthodb.org/v10?query=790at6231	Pyridoxal phosphate-dependent transferase
792at6231	Complete	III	8443833	8446962	1120.0	635
794at6231	Complete	II	8087483	8092787	1021.3	565
798at6231	Complete	I	14405968	14417723	1260.2	624
800at6231	Complete	II	5833327	5836256	1050.9	611
801at6231	Complete	X	14164642	14169642	1019.7	778
802at6231	Complete	X	13625419	13631241	1232.0	651
803at6231	Complete	III	6696411	6704000	1006.9	732
810at6231	Complete	II	11002954	11012250	1424.2	842	https://www.orthodb.org/v10?query=810at6231	Protein-tyrosine-phosphatase
813at6231	Complete	II	15158155	15163613	1202.5	683
814at6231	Duplicated	X	9103051	9108544	636.3	599	https://www.orthodb.org/v10?query=814at6231	Apical junction molecule
814at6231	Duplicated	X	9111431	9113873	586.4	290	https://www.orthodb.org/v10?query=814at6231	Apical junction molecule
815at6231	Complete	III	10364902	10373481	1146.4	700
816at6231	Complete	X	5461225	5466179	841.8	545
817at6231	Complete	II	12866451	12878215	1132.0	579
818at6231	Complete	II	8017587	8020781	998.0	641	https://www.orthodb.org/v10?query=818at6231	CRE-ZYG-11 protein
821at6231	Complete	III	6224432	6231225	1203.7	606
825at6231	Complete	II	8848854	8852133	875.2	563
826at6231	Complete	III	6865115	6869433	1193.5	791
829at6231	Complete	III	676104	680648	1105.4	587
831at6231	Complete	III	2034825	2050653	836.9	943
833at6231	Duplicated	IV	11410238	11413002	1150.2	615
833at6231	Duplicated	II	11592393	11595501	1162.6	589
837at6231	Complete	III	9231419	9236343	1058.8	571
838at6231	Complete	III	5589158	5591766	1354.1	611
842at6231	Complete	III	13351378	13355761	1031.0	580
844at6231	Complete	IV	6742584	6747442	919.5	576
845at6231	Complete	V	13273157	13279777	963.6	649
846at6231	Complete	I	3694298	3698418	1037.3	707
849at6231	Complete	I	6342354	6346788	1308.7	614
850at6231	Complete	V	14449665	14452974	1006.9	745
851at6231	Complete	IV	7509520	7512694	1178.7	657	https://www.orthodb.org/v10?query=851at6231	Phosphoinositide phospholipase C
853at6231	Complete	I	9949081	9953389	976.0	571	https://www.orthodb.org/v10?query=853at6231	Hexosyltransferase
857at6231	Complete	V	20764888	20770176	1087.7	718
860at6231	Complete	III	5008928	5017925	1256.7	887
862at6231	Complete	II	12072037	12091482	935.8	625
863at6231	Complete	II	6361161	6365513	909.3	703
865at6231	Complete	X	3684274	3689252	1248.6	1029
868at6231	Complete	V	2698823	2706827	1207.8	626
869at6231	Complete	III	7730225	7737706	1210.7	643
872at6231	Complete	V	13038677	13041793	1034.8	667	https://www.orthodb.org/v10?query=872at6231	Putative HEAT repeat-containing domain protein
875at6231	Complete	IV	17402483	17405739	1029.6	563
876at6231	Complete	X	6060757	6064372	1274.1	661
879at6231	Complete	X	9216833	9224355	881.9	694
881at6231	Complete	I	537049	545993	1238.5	584
885at6231	Complete	V	12045337	12048631	1002.9	591
887at6231	Complete	V	12246568	12251249	1332.1	1072	https://www.orthodb.org/v10?query=887at6231	CRE-RAD-50 protein
890at6231	Complete	V	10179260	10183153	1206.5	663	https://www.orthodb.org/v10?query=890at6231	CRE-CUL-5 protein
894at6231	Complete	X	13798267	13803616	1065.7	557	https://www.orthodb.org/v10?query=894at6231	Oxysterol-binding protein
895at6231	Complete	IV	4739491	4744299	896.4	622
899at6231	Complete	I	9774111	9779615	1044.1	542
900at6231	Complete	III	4863383	4866950	1014.9	595
901at6231	Complete	II	14470370	14481030	1444.8	936
902at6231	Complete	V	13491044	13497402	1117.2	915	https://www.orthodb.org/v10?query=902at6231	EEA1 (Early Endosome Antigen, Rab effector) homolog
903at6231	Complete	III	10069448	10076039	1067.7	764
904at6231	Complete	X	2489046	2494338	1147.8	603
908at6231	Complete	V	7179043	7182853	1077.3	654	https://www.orthodb.org/v10?query=908at6231	Cleavage and polyadenylation specificity factor subunit 2
912at6231	Complete	V	14691988	14696682	1185.6	623	https://www.orthodb.org/v10?query=912at6231	CRE-UNC-112 protein
914at6231	Complete	II	14795377	14798185	1055.2	626	https://www.orthodb.org/v10?query=914at6231	Eukaryotic translation initiation factor 3 subunit B
915at6231	Complete	I	9715372	9721150	777.5	538
916at6231	Complete	I	10654300	10666690	2533.0	1708
917at6231	Complete	V	12891519	12895895	908.9	583
918at6231	Complete	I	2097312	2113351	619.0	445
920at6231	Complete	II	4710259	4713663	895.7	621
921at6231	Complete	IV	13445456	13454839	1046.9	700
922at6231	Complete	IV	11015780	11019788	1001.5	617
925at6231	Complete	III	5760449	5769893	844.2	537	https://www.orthodb.org/v10?query=925at6231	CRE-IDA-1 protein
933at6231	Complete	V	177369	185133	1159.8	667
934at6231	Complete	IV	12622090	12635827	1101.5	682
937at6231	Complete	I	14808604	14815597	723.2	454	https://www.orthodb.org/v10?query=937at6231	Semaphorin-1A
939at6231	Complete	II	8487572	8492685	808.3	377
941at6231	Complete	II	4791587	4795652	1073.9	769
943at6231	Complete	V	12060403	12063403	1372.5	694
944at6231	Complete	IV	11151022	11154336	1015.4	557	https://www.orthodb.org/v10?query=944at6231	ATP-dependent RNA helicase SUV3 homolog, mitochondrial
950at6231	Complete	III	10064306	10069200	1033.4	752	https://www.orthodb.org/v10?query=950at6231	CRE-EKL-6 protein
951at6231	Complete	III	13744174	13747284	1076.6	551
952at6231	Complete	X	6300045	6305217	999.9	567
957at6231	Complete	II	5049877	5053969	871.0	567
958at6231	Complete	II	6478134	6482161	1394.2	769
960at6231	Complete	III	9957233	9963067	1143.4	706
961at6231	Complete	X	4712171	4715079	1107.4	575
